(2d, 7h, Td, Tc, Ts)
(3h, 5s, Qs, Qh, Ah)
(5h, 5c, 7s, 9d, Tc)
(3h, 5d, 7d, 8c, Ad)
(2s, 4h, 6c, 7h, 9s)
(2s, 4s, 9h, Kh, Ac)
(5s, 6s, 8c, 9h, Ks)
(4c, 5h, 9c, Jd, As)
(6h, 7s, 7c, Kc, Ad)
(2h, 6s, 7s, 8d, Qh)
(3s, 4d, 7c, Jd, Ah)
(5d, 6s, 8s, Tc, Kh)
(4h, 9c, Qs, As, Ad)
(8h, 9d, Ts, Tc, Kh)
(3c, Td, Qd, Qc, Kh)
(5c, 7s, 7c, Th, Kh)
(2s, 3h, Js, Qs, Ks)
(3d, 8h, Jh, As, Ac)
(2d, 5d, 5h, Qd, As)
(3c, 5d, Qs, Ah, Ac)
(8d, 9d, Qc, Qh, Kd)
(2h, 5c, 7d, 9s, Qd)
(8h, 9s, Ts, Js, Kd)
(2d, 3c, Jd, Qd, Kh)
(4c, 4h, 8s, Js, Kd)
(3h, Js, Qs, Kd, As)
(7d, Ts, Jd, Qh, Ac)
(4s, 7s, Jh, Qd, Ac)
(2c, 4h, 9h, Kd, As)
(4d, 4s, 6s, 7s, As)
(3d, 7c, 8c, Tc, Ks)
(2c, 3h, 3c, 4d, 8d)
(3h, 9s, Tc, Qh, Ad)
(7s, 8c, Jh, Jd, Kc)
(2d, 3s, 5c, 5s, 6c)
(2s, 6c, 7d, 9h, Td)
(5s, 6c, 6d, 7c, Ac)
(4c, 5s, 5c, 6c, Js)
(4s, Qd, Qc, Ad, Ah)
(3h, 6d, 7c, 9s, Jh)
(7c, 8s, Jh, Qc, Kc)
(6c, 8c, Ts, Jc, Ad)
(2d, 4c, 8d, Th, Jh)
(3s, 5c, 7s, 9h, Qs)
(2d, 2c, Jc, Jh, Qc)
(4c, 5h, 9s, Js, Ks)
(4h, 6s, 7d, 8h, Kd)
(2h, 6c, 8s, 9d, Jh)
(3h, 6d, 7d, 9h, As)
(3h, 5h, 6c, 7h, Qh)
(6c, 6h, 9h, Ts, Js)
(6c, 6d, 8h, 9h, Qs)
(3h, 4h, 7d, 8d, Jh)
(4s, 5c, 8s, Qs, Ks)
(2h, 5c, 8s, Jc, Js)
(2h, 2d, 5d, Td, Th)
(2c, 3d, Qs, Kc, Kh)
(3d, 4h, 7s, Jc, Ks)
(4h, 7d, 8s, Ts, Ks)
(3d, 7s, Ts, Jc, Qs)
(2s, 2d, 9d, Jd, Kh)
(3d, 3c, 4d, 9h, Kh)
(3d, 5d, 6s, 7s, Qd)
(5c, 6d, 7s, Jd, Kc)
(2d, 3c, 7c, Ks, Kh)
(2c, 7s, 8c, Jc, Ac)
(5c, 6h, Td, Qs, Ah)
(3c, 9s, 9h, Jh, Kh)
(3d, 6c, 9d, Th, Kh)
(4c, 5s, 6d, 9d, Th)
(2d, 3h, 4s, 5h, 5c)
(2s, 5s, 7c, 7h, 8s)
(4d, 5d, 5s, 7s, Td)
(2d, 5d, 8d, 8s, Jd)
(2d, 3c, 5s, 5h, Kh)
(2c, 5s, 5d, Js, Ac)
(2d, 4d, 6h, 7s, Tc)
(2s, 9s, Qd, Ac, Ah)
(7s, 9h, Js, Qc, As)
(3h, 4c, 6d, 9d, Ts)
(2s, 2c, 6c, 8d, Kc)
(3s, 9c, Kh, Ad, Ac)
(2s, 8c, Ts, Qh, Qs)
(5d, 7c, 9d, Tc, Qc)
(5d, 7s, 9c, Qc, Ad)
(3h, 4d, 6s, 6d, 8h)
(6h, Tc, Th, Qh, Ac)
(3h, 3d, 7d, Jh, Qc)
(2c, 4d, Td, Jh, Qc)
(4h, 6s, 6c, Td, Js)
(4d, 8s, 9s, Ts, As)
(3h, 4d, Tc, Ks, As)
(9h, 9c, 9d, Ts, Jd)
(3h, 3s, 4h, Ts, Kc)
(3h, 7h, 8h, 8d, Tc)
(6h, 7d, 9h, 9s, Ts)
(3d, 3c, 4c, 7c, Ac)
(2s, 3c, 4s, 5c, 9d)
(4d, 7c, 9d, Kh, Ac)
(3c, 5c, 6h, 8d, Ts)
(3h, 5d, 6h, 6s, Js)
(5s, 9h, Jd, Qs, Ah)
(2s, 7d, Td, Jh, Qs)
(9s, Jd, Kd, Kh, Ad)
(4d, 4h, 5h, 6h, 7d)
(2s, 4c, 5d, 5c, 5s)
(3d, 3s, 4c, Jh, Ad)
(5c, Tc, Jh, Js, Kd)
(2d, 2c, 7d, 8h, Ad)
(2c, 5d, Th, Ts, Ks)
(7d, 8s, 8h, 9s, Th)
(3s, 4h, 6d, 8h, Kc)
(3c, 4s, 4h, Td, Qc)
(6s, 7h, 8d, 8c, Ts)
(2h, 4h, 4c, 7c, As)
(3s, 5s, 8s, Kh, Kc)
(3d, 7h, 8s, Jd, Jh)
(2c, 3d, 4h, 7c, Qc)
(5d, 7d, 8s, Th, Jc)
(4d, 5c, 7s, 8c, Ah)
(5h, 5c, 6h, 9d, Js)
(7s, 7h, Kh, Ks, As)
(3s, 6c, 8d, Qh, Ac)
(7h, Js, Kd, Kc, As)
(7d, 8c, Tc, Td, Ac)
(2c, 4d, 6c, 7s, Th)
(2s, 5d, 8c, Js, Ad)
(3d, 4s, Tc, Qc, As)
(4s, 4c, 7d, 8h, Tc)
(3s, 6s, 9h, Js, Ac)
(6c, 8d, Jh, Qd, Kd)
(3s, 5c, 6d, 8h, 9s)
(2h, 2s, 5c, 6c, Kh)
(2c, 4h, 6d, 7s, Qs)
(3h, 4d, 6c, 8d, Td)
(3c, 4s, 5h, Qh, Ad)
(2h, 3d, 4h, 5s, Js)
(8s, Tc, Th, Jh, Ac)
(2s, 3s, 7c, Kh, Kd)
(2h, 3h, 9h, Ts, Ad)
(2s, 6h, 7s, Jh, Qs)
(3s, 5d, 8d, Tc, Js)
(2d, 4d, 6s, 6d, 8d)
(3h, 3d, 5h, 7c, Td)
(3h, 5c, 8h, Ac, As)
(3d, 5c, 9s, Qd, Ah)
(2s, 7s, Ts, Qh, Ks)
(6s, 8c, Js, Jd, Qs)
(2d, 3d, 8h, Ts, Kc)
(2d, 5h, 6h, Td, Jh)
(2d, 2s, 5c, Ks, Ac)
(4c, 5h, 9c, Js, Jd)
(4c, 8c, 9d, Th, As)
(6c, 7h, Tc, Ts, Ad)
(2d, 4d, 8d, 9d, Jh)
(2s, 4h, Tc, Kd, Kc)
(2h, 3c, 6s, 7c, Ad)
(2c, 3c, 3d, 8s, Td)
(7h, 7c, Qc, Ah, As)
(2c, 3d, 7c, Qs, Ks)
(3s, 7c, 9h, Td, Tc)
(3h, 5c, 7s, 9s, Tc)
(3h, 4d, 5s, 8s, Ah)
(3d, 4s, 8h, 8d, Ad)
(2d, Tc, Ts, Jc, Jd)
(3c, 6h, 9d, Ts, Td)
(4d, 6d, 8h, Js, Ah)
(4h, 6s, 8h, As, Ad)
(3c, 6c, 6h, 8s, Ac)
(2d, 9s, Qs, As, Ah)
(2c, 8s, Js, Ks, Ad)
(3c, 8c, Tc, Th, Jd)
(4h, 5c, 7d, Qd, Qs)
(3c, 5c, Th, Tc, Qc)
(3d, 9d, Kc, Kd, Kh)
(4d, 4s, 6d, 9d, Jh)
(6c, 7h, 7s, 8c, As)
(4h, 8s, Qd, Kd, Ac)
(4c, 9d, 9h, Td, Js)
(3c, 4d, 7h, 9c, Js)
(8d, 8c, 9s, Kh, Ks)
(2d, 4d, 6h, Js, Qc)
(7h, 8d, Jh, Qs, Kd)
(3s, 8h, 9c, Qd, As)
(2d, 3d, 5h, 9c, Th)
(2s, 4s, 7c, 8s, Ad)
(4s, 8s, 8c, 9s, Kd)
(6h, 7h, Jh, Qs, Qc)
(3c, 8h, 9h, Td, As)
(3c, 4d, 7c, 8d, Jd)
(2s, 3h, Tc, Js, Qc)
(6h, 8h, Js, Kc, Ac)
(2c, 5h, 7s, Jc, Kc)
(2c, 4d, 6h, 9c, 9h)
(7c, 7d, 8h, Jh, Ad)
(3c, 4d, 7s, 7h, Tc)
(2c, Th, Td, Jc, Js)
(3h, 3d, 4c, 6s, 7d)
(4c, 7c, 8h, Qd, Qs)
(2h, 6d, Ts, Td, Jh)
(3h, 9d, Ts, Js, Ad)
(3d, 3c, 4d, 8d, Ah)
(5h, 7h, 7s, 9h, Th)
(7s, 7d, 9s, Qh, As)
(5c, 6h, 8s, Th, Qs)
(3s, 3d, 5d, Kc, As)
(7s, Th, Qc, Qs, Ah)
(3d, 5d, 5c, Jh, Qc)
(6c, 8s, Tc, Qc, Ac)
(2h, 5s, 6d, Kc, Ad)
(6d, 7d, Ts, Jc, Ks)
(2c, 3h, 5s, 5h, 9c)
(2h, 7s, Td, Jh, Qh)
(4d, 6d, 7s, Js, As)
(4d, 5s, 6d, 9d, Tc)
(2h, 2s, 7d, 9d, Tc)
(3h, 4h, Ts, Qh, Kd)
(2d, 4s, 7c, Ks, As)
(8s, 9h, Js, Qh, Qd)
(2d, 2c, 7d, 8c, Td)
(3h, 6d, Ts, Qc, As)
(3h, 8s, 8c, 9d, Js)
(3s, 4s, 7d, 8d, Kd)
(2h, 3d, 9d, As, Ad)
(6s, 8h, 9d, Jd, Ks)
(4d, 6h, Tc, Qs, Kd)
(4d, 4s, 6s, Jc, Ac)
(2h, 3h, 6d, 8c, 8h)
(7d, 8h, Ts, Th, Qd)
(4d, 6h, 9s, Js, Ks)
(2d, 3c, 3h, 7h, 8h)
(5c, 6c, 6d, Jd, Ac)
(2c, 4s, 9d, Tc, Td)
(6s, 8h, 8d, Ts, Qc)
(2c, 2h, 4d, 6c, Ad)
(2c, 3s, 3d, Tc, Jh)
(3d, 3c, 4c, 8d, 9c)
(8s, Ts, Jd, Kc, As)
(2s, 4c, 4d, 8d, 9d)
(9h, Tc, Jd, Qd, Ad)
(4d, 5c, 8s, 8d, Qs)
(2s, 3h, 6d, 9c, Kd)
(2h, 7h, 7s, 8h, 9c)
(2d, 4s, 7s, 8s, Ts)
(7h, 7c, Jh, Ks, Kd)
(7h, 8h, 9c, 9s, Kd)
(5h, 5s, 7h, 8c, 9d)
(6s, 8d, 9c, Th, Qh)
(2h, 2c, Tc, Jd, Ah)
(5c, 9d, Td, Tc, Ad)
(5d, 9s, Js, Jh, Kd)
(4h, 7d, 9c, Qc, As)
(3s, 4d, 4s, 6h, Jc)
(6s, 7h, 9d, 9s, Kh)
(4c, 6d, 8d, 8h, Ad)
(2d, 3h, 9d, 9c, Jd)
(7c, Js, Jh, Kh, As)
(2d, 5d, 6d, 7s, As)
(3h, 3d, 4c, 9c, Jd)
(5c, 6d, Js, Qc, Ad)
(5d, 8s, Tc, Qd, Ac)
(4d, 5d, 8s, 9h, 9c)
(2c, 3d, Jd, Qd, Ah)
(2d, 9d, Qd, Qs, Kh)
(2h, 5h, 9s, Jd, Qc)
(2s, 2c, 3d, 3s, 7h)
(4c, 7d, Tc, Ks, Kd)
(3c, 3d, 5c, 9h, Qh)
(4d, 6s, 9s, Ts, Td)
(4c, 5s, 7s, 9h, Jh)
(3c, 3s, 9s, 9h, Ad)
(3d, 4s, 7s, Jc, Ac)
(5c, 9d, Ts, Js, Qc)
(5d, 7c, 7d, Td, As)
(3s, 4h, 7c, 9s, Kd)
(5c, 6h, 7s, 8d, Js)
(2h, 4d, 5s, 5h, Td)
(2d, 4d, 9c, 9s, Ac)
(3h, 6d, 7c, Jh, Ks)
(2c, 3d, 4c, 7h, 9c)
(2s, 4s, Kd, Ad, Ah)
(3s, 3h, Ts, Tc, Ah)
(2s, 3h, 6d, 6s, Ah)
(2h, 4s, 6d, 7s, Jh)
(4c, 7s, 8c, Qh, Ac)
(3c, 4d, 7c, 8d, 9d)
(4d, 9c, Qd, Kd, Ah)
(2d, 2h, 8d, 9s, Kc)
(2h, 2s, 8s, Jc, As)
(4c, 7s, 9h, Jc, Qh)
(3d, 8s, 9s, Td, Jd)
(2c, 6c, 7h, 9d, Kh)
(4s, 5h, 7d, 9c, Kc)
(3d, 5s, 7h, 9d, Js)
(2c, 4c, 7s, Qs, Kd)
(3c, 5c, 6s, 9h, Qs)
(3d, 4d, 4c, 7s, 9h)
(2c, 4d, 6s, 6d, Ad)
(8h, Jc, Jd, Qc, Ad)
(3c, 4d, 5c, 8h, Kh)
(3c, 6c, 7h, Js, Ac)
(2d, 4d, 9d, 9h, Ac)
(4h, 6h, 7d, 9s, Qs)
(2d, 4s, 7d, 9d, Tc)
(6d, Td, Tc, Js, Ks)
(5c, 5s, 6d, 7d, Kh)
(7s, Qd, Qh, Ks, As)
(5d, 6s, 8c, 9s, Ah)
(2s, 7c, Qs, Qc, Qd)
(3s, 5s, 5c, 6d, 8h)
(2s, 3h, 9d, Qd, Ah)
(2d, 6c, 8d, Jh, Qc)
(2c, 7d, 8h, Qh, Ac)
(3s, 7d, Td, Jd, As)
(7s, 9d, Ts, Kh, Ah)
(7h, 9c, Qh, Qd, Ac)
(2h, 4s, 8s, 9d, Ks)
(4d, 5h, 6d, 8c, Qs)
(6h, 8d, Tc, Qs, Ks)
(2s, 4s, Td, Th, Jd)
(3d, 9h, Tc, Js, Kc)
(3d, 5d, 6d, 8h, Qh)
(4h, 6h, 7s, 8d, 9d)
(3s, 5s, Jh, Kc, Ad)
(4c, 9d, 9s, Th, Ad)
(2d, 3c, 6d, Ks, Kd)
(2s, 3d, 5s, Qs, Ah)
(6c, 7d, Td, Jd, Jc)
(4h, 7d, 8d, 9s, As)
(3d, 4h, 6s, Jh, Qd)
(3c, 4s, 8s, Ts, Jd)
(2s, 9d, Js, Kc, Ac)
(4s, 6d, 6s, 7s, Ts)
(3c, 4d, 7c, Ts, Kd)
(3h, 7s, 8c, 9d, Kc)
(6s, 8d, 9d, 9c, Th)
(2h, 2s, 6d, 7h, 9s)
(2d, 9h, 9s, Ts, Jd)
(4d, 4c, 6c, 7h, 8c)
(3s, 8d, 9c, Jc, Qc)
(4h, 8d, Jc, Kd, Ah)
(4c, 6c, 8c, Kd, Ac)
(2c, 3s, 4d, 8h, 9h)
(4h, 4s, 6c, 7s, 8s)
(2d, 7s, Js, Qs, As)
(5d, 8c, 9d, Js, Ah)
(3s, 4h, 6h, 7h, 9s)
(3s, 3h, 4c, 6c, Td)
(5c, 8h, Ts, Ah, As)
(3h, 5h, 6h, 8s, Ad)
(6h, 7h, 8d, Th, Ks)
(4h, 4c, 5s, Ts, Js)
(8s, 8c, 9h, Kh, Ac)
(3s, 3d, 4c, Jd, As)
(3d, 7d, 7c, Jd, Ah)
(4s, 7c, 9h, 9c, As)
(2c, 2s, 8c, Ks, Ac)
(2h, 2d, 3d, Tc, Qd)
(4s, 5c, 8h, Tc, Qh)
(2c, 7h, Th, As, Ac)
(4s, 8c, 9s, Kc, As)
(4h, 5h, Js, Jc, Qs)
(3d, 8h, Th, Jc, As)
(3s, 5h, 5c, 5d, 7d)
(2c, 3s, 4h, 5c, 7d)
(2c, 2d, 4h, 8c, Qd)
(2d, 4c, 7h, Jc, Qh)
(4s, 4h, 6h, 6d, Jd)
(7c, 8s, 8c, Ts, Th)
(4h, 5s, Td, Js, Ad)
(2s, 5s, Ts, Th, Ad)
(2s, 4d, 5h, 8s, Ts)
(4d, 8d, Qh, Qd, Ks)
(7s, 8c, Kh, Kd, Ad)
(6s, 9c, 9h, 9d, Th)
(5c, 5h, 8s, Th, Kh)
(5c, 5h, 7h, Tc, Js)
(4d, 5h, 8c, Qh, Kc)
(6s, 7c, 8c, 9c, Tc)
(3d, 7h, Qs, Kc, Ac)
(Tc, Td, Js, Kd, Ks)
(3h, 4d, 4s, 8s, Js)
(4s, 4d, 7s, Qd, Ad)
(3c, 4d, 9d, Js, As)
(3s, 7d, Qh, Ks, Ac)
(2s, 4c, 5c, 6s, 7d)
(4c, Tc, Qd, Ac, Ah)
(3d, 5h, 8s, Qc, Kd)
(2h, 3d, 5h, 7c, 7d)
(3c, 8s, 9h, Ts, Kd)
(2c, 3h, 3d, 5c, Ac)
(3s, 4s, 7c, 8h, Ks)
(2s, 3c, 7h, 9c, Jh)
(3s, 9d, Ts, Ks, Kd)
(2h, 6h, Jd, Qh, Ac)
(2h, 3h, 8h, Td, Ks)
(2d, 6h, 9s, Td, Qd)
(3d, 4s, Jh, Kd, Ks)
(3s, 3h, 3d, Tc, Ks)
(6d, 6c, 7d, 8c, Kd)
(3c, 8d, Th, Qd, As)
(4s, 9c, Kh, Ah, Ad)
(3c, 4s, Ts, Ks, Kc)
(6s, 7s, 9d, Td, Ah)
(3c, 7h, 9h, Qd, Kc)
(2h, 4s, 7c, 7d, 8d)
(2h, 2s, 5d, Js, As)
(2d, 2h, 2s, 9c, Js)
(5d, 8c, 8h, Js, Qc)
(6h, 8c, Td, Qs, Ks)
(7s, 8c, 9c, Th, Jd)
(8c, Ts, Jd, Kd, As)
(3c, 3d, 4h, Jc, Ad)
(2c, 5h, Tc, Kh, Kc)
(3c, 5h, 5d, 6d, Kh)
(5c, 6h, Td, Qh, Kh)
(3c, 8s, 9s, Th, Ts)
(4c, 6c, Qd, Kd, Ac)
(3d, 4s, 6d, Ts, Ac)
(2h, 4h, 8d, Tc, Ad)
(2s, 9d, Ts, Js, Qs)
(2c, 3s, 7d, 9c, Th)
(3c, 6c, 8c, 9c, Js)
(6s, 6h, Th, Qh, As)
(2h, 2s, 4d, Td, Th)
(2h, 6h, 7s, Jh, Jc)
(4d, 4h, 9s, Th, Kh)
(8h, Ts, Th, Jc, As)
(5h, 6c, 7s, 9c, Ad)
(2s, 3d, Td, Js, As)
(3h, 6h, Tc, Jh, Kh)
(2h, 7d, 8h, 9s, Td)
(6s, 7d, 7h, 9d, 9c)
(3s, 7d, Qh, Ks, Ah)
(2s, 6h, 8s, Ts, Jh)
(Th, Js, Qh, Qs, Ac)
(2d, 3h, 7h, 9h, Js)
(2d, 5c, 7c, Td, Qc)
(3h, 4c, 5c, 6h, 6s)
(2c, 5h, Td, Qs, As)
(2d, 3d, 6h, 9c, Jc)
(4h, 6c, 6s, Qs, Kc)
(6d, Ks, Kd, As, Ah)
(3s, 5c, 5d, 7d, Qs)
(4s, 7s, 8d, Jc, Kh)
(2s, 5h, 6c, 9d, Kc)
(2s, 3s, 3c, 4s, Tc)
(6s, 7d, Th, Qh, Qd)
(2c, 4h, 6c, Th, Ac)
(2s, 3c, 6s, Kd, As)
(5h, 5d, Kd, As, Ah)
(4s, 8h, Tc, Jh, Qs)
(2c, 5h, 6h, Qd, Kd)
(3h, 4h, 8c, Jc, Ah)
(4c, 4d, 6d, 9s, As)
(2c, 2s, 6d, 7h, 9h)
(2h, 2c, 6c, 9h, Ks)
(6d, 6c, 9d, Jd, Qh)
(4s, 5d, 6c, 6h, Tc)
(8h, Td, Js, Qd, Kd)
(5s, 6h, 6s, 9s, Qs)
(5h, 6s, 9c, Jh, Kd)
(4s, 5c, 9c, 9s, Ah)
(4d, 6s, 6c, 7c, As)
(3h, 7d, 9s, Jc, Qc)
(6c, Th, Js, Kd, As)
(7s, 9s, Th, Kh, Ks)
(3h, 8h, 8d, 9d, 9s)
(4h, 7c, 7h, 8h, 9d)
(3h, 5s, 7d, 8d, 9c)
(2s, 3d, 8h, 9s, Th)
(4s, 7s, 7d, 8s, 9d)
(4d, 7h, Ts, Qd, Qh)
(2c, 3c, 6s, 8d, Kh)
(5h, 8s, 8h, 9h, Th)
(4s, 9s, Jh, Qs, Kc)
(2c, 4c, Qh, Qs, Ks)
(4s, 6c, 8s, Tc, Kh)
(3d, 7c, 8d, Jd, Ah)
(2c, 3h, 4s, 6s, Qh)
(2c, 4d, 9h, Tc, Qc)
(3s, 8c, 9s, 9d, Qs)
(3c, 4d, 5c, 7c, Ad)
(6c, 8d, Td, Kd, Ks)
(4c, 6h, 9s, Qd, Kc)
(2d, 3c, 3s, 9d, Qc)
(2d, 5c, 7s, Js, Kh)
(6c, 9c, Ts, Qc, Ac)
(2d, 8h, Tc, Qc, Ad)
(2h, 4s, 6d, 6h, Ks)
(6s, 7d, 7c, 8d, 9h)
(4h, 6d, 8d, Jd, As)
(2c, 4d, 6h, 7c, Ad)
(2c, Js, Jd, Kd, Kc)
(2h, 5s, 6s, Th, Ks)
(5h, 6d, 8s, 8d, Ac)
(4d, 5h, Jh, Kh, As)
(3d, 5d, 8c, Js, As)
(3h, 5s, 8h, Qc, As)
(5c, 5s, Tc, As, Ad)
(2s, 4d, 5s, 9s, Qh)
(2h, 6d, 7d, 8h, As)
(3s, Jc, Qd, Kd, Ah)
(2s, 2c, 3d, 8h, Jd)
(5c, 9s, 9c, Kc, Ah)
(3h, 7d, 8d, 9c, Kd)
(Jh, Jd, Ad, Ac, As)
(3c, 8h, Ts, Kh, Ad)
(3h, 4c, 8d, 9s, 9d)
(2s, 6h, 7s, Qd, Ah)
(6d, Tc, Js, Ks, Kd)
(2c, 5s, 6c, 6h, Jc)
(3d, 4d, 7s, 7c, Js)
(2c, 8h, Jd, Kd, Ah)
(2c, 3h, 3d, 9d, Jd)
(2h, 3d, 3s, Tc, Qs)
(3s, 4s, 5h, Qh, Ac)
(3h, 7s, Kd, Ac, Ad)
(6s, 8s, 9s, Td, Js)
(2s, 6d, Jc, Qs, As)
(2h, 6h, Jh, Ks, Kh)
(5c, 8c, Jd, Jh, Kc)
(2c, 4s, 7h, 9c, Qd)
(3c, 5s, 6d, 7d, Ah)
(4c, 6h, 7c, Jd, As)
(6h, 7c, 9h, Jd, Kc)
(2h, 9c, Jd, Qh, Kh)
(3s, 7h, 8c, 8d, As)
(3s, 6s, Jh, Js, Ad)
(3s, 3c, 6c, 8c, Ah)
(4d, 5d, 6c, 7s, As)
(2h, 4d, 8h, 8d, Qh)
(2c, 3d, 8s, Th, Qh)
(5d, 6c, Tc, Jc, Qs)
(2h, 4h, 5h, 7h, Qd)
(5h, 7s, 8s, Td, As)
(2d, Ts, Qd, Ks, Ah)
(3s, 4d, 5s, 6h, Qs)
(7d, Td, Kh, Ac, Ah)
(3s, 4s, 7s, Qc, Qs)
(2h, Tc, Jc, Js, Qc)
(2d, 4d, 4h, Jd, Qd)
(3s, 4h, 4d, 8c, Tc)
(5c, 7d, 8d, 9c, Ts)
(2c, 6c, 9h, 9c, Qh)
(4c, 6h, 8d, Td, Qc)
(2c, 6c, 7s, 8d, Ks)
(6d, Td, Js, Kd, Ad)
(3c, 9d, Tc, Jh, Ks)
(3s, 5h, 9h, Jd, Ac)
(3d, 3c, 4s, 4d, Jc)
(3h, 6c, 7d, 8d, Jh)
(3c, Ts, Tc, Qd, Ks)
(5c, 7s, 9d, Tc, Ks)
(3h, 6c, 7d, Kc, Ad)
(5d, 7c, 9s, Qd, Qs)
(2h, 2c, 3d, 6h, 9s)
(6d, 7d, Js, Jd, Qd)
(6h, 8h, Jh, Kh, Kd)
(9d, Th, Qd, Ah, Ac)
(2d, 5d, 6s, 8h, Qs)
(4h, 5c, 5h, 9s, Tc)
(3s, 4c, 5h, 5c, Kd)
(2c, 8c, Td, Ts, Jd)
(2d, 3s, 8c, Jc, Ks)
(2d, 2h, 5h, 8s, 9c)
(2c, 7h, Td, Jc, Ac)
(2h, 3d, 4c, 5c, 6s)
(3h, 3c, 6d, Jc, Qh)
(2d, 6c, 8c, 8d, Qd)
(2d, 2h, 3d, 4c, 5c)
(2d, 8c, Th, Qs, Ad)
(4c, 5s, 8h, Qd, As)
(2h, 2s, 9c, Kc, Ac)
(8h, Th, Tc, Ts, Kc)
(2c, 4s, 7s, 8d, Jh)
(9c, Qh, Kh, Ah, As)
(3d, 5d, 7s, Jd, Qh)
(5c, 8d, Qh, Ks, Kc)
(2s, 3s, 6h, 8h, 8s)
(7d, 8d, Td, Th, Kc)
(4c, 4s, 4d, 5d, Js)
(4c, 5c, 5d, 7d, Ah)
(2c, 5c, 6c, 7c, 9d)
(4d, 7s, Tc, Qh, Ac)
(4s, 9h, Qs, Qc, Qd)
(3h, 8d, Jh, Kd, As)
(5d, 6h, 6c, 9d, Kd)
(3s, 5d, 7d, 7c, Qs)
(7s, 8d, Qh, Qd, Kd)
(5c, 7d, 9s, Tc, Jc)
(3h, 5d, 6d, 9h, Kd)
(2s, 3d, 3c, 5s, Qc)
(2s, 2c, 4s, Kd, Kh)
(4h, 6c, 7h, 9d, Kc)
(2h, 3s, 3c, 4h, Th)
(Js, Qd, Qs, Kd, As)
(2h, 2s, 5s, 5h, 7h)
(4d, 8h, Ts, Ac, Ah)
(3c, 5h, 6c, 7c, 8c)
(3h, 4d, 5d, 9d, Ts)
(3d, 5s, Kd, Kc, Ah)
(2c, 8s, 9h, 9d, Tc)
(4c, 5s, 7c, Qd, Ks)
(2c, 3d, 8c, 8h, Ah)
(3h, 6c, 8d, Jh, Ac)
(2d, 4h, 8s, Js, Ks)
(3d, 5c, 5h, Jh, Ah)
(2c, 3d, 6s, Qd, As)
(3s, 3h, 4c, 6s, Jd)
(7h, 8c, 9s, Th, Kc)
(3h, 6c, 7d, Jc, Qs)
(3h, 4d, 9s, Qc, Kc)
(2h, 4c, 7d, 9d, Js)
(6h, 6s, 7h, 7c, Ad)
(5s, 5h, 9s, Td, Qc)
(6h, Ks, Kd, Kh, Ad)
(3c, 5h, 6s, 7s, As)
(3h, 4h, 7c, 9s, Th)
(5d, 6h, 9h, Td, Qh)
(3d, 8h, 9c, 9d, Ks)
(3d, 3s, 9c, Qs, Ks)
(4c, 7c, 7s, Jd, Kd)
(4h, 5c, 7d, Jc, Ac)
(4d, 5d, 9h, Jd, Ks)
(2d, 3c, 7c, Qd, Ah)
(4s, 6s, 8s, Td, Ah)
(2d, 5s, 8h, Js, Ac)
(3d, 4s, 5c, 8h, 8c)
(3s, 9c, 9d, Js, Qs)
(2s, Th, Qh, Kc, Kh)
(4h, 6h, 6s, Jc, Ah)
(4d, 7c, 8h, 8d, Kh)
(3d, 7c, Jh, Kc, Ah)
(6h, 8d, 9d, Qc, Ad)
(4s, 5s, 6s, 7d, 7h)
(9c, Tc, Td, Kh, Ah)
(2d, 4h, Jh, Ad, As)
(2s, 5h, 7d, 8c, Kh)
(5d, 9s, Td, Ac, As)
(2h, 7h, 9s, Jh, Jc)
(5s, 9s, Th, Ts, Ah)
(6d, 9d, Td, Jd, Qh)
(3s, 6h, 7s, 9c, Kc)
(6c, 8h, 8d, 9s, Ad)
(3c, 4c, 7d, 8d, Ts)
(4c, 8s, Qd, Ks, Ah)
(4s, 5s, 8c, Qs, Kh)
(3h, 8c, 8d, Qh, Kc)
(6s, 6d, 7d, 9h, Ah)
(3s, 4s, 8c, Js, Qd)
(2d, 4s, 8h, 9s, Ad)
(3s, 6d, 7h, 9d, Js)
(2d, 3s, 9h, Ks, Kh)
(2c, 3d, Th, Ks, As)
(4d, 4s, 5d, Jc, Kh)
(4h, 6c, Th, Qd, Ah)
(2s, 4h, 5h, 6c, Ts)
(4d, 8d, Jh, Ac, Ad)
(3h, 4s, 4c, 8c, 9s)
(5c, 7s, 9s, Jh, Qs)
(2h, 5c, 9h, 9c, Td)
(6s, 7d, 7h, 9c, Ks)
(3c, 3s, 7h, Ks, As)
(3s, 7s, 8h, 9s, Kd)
(3s, 4d, 7s, 7h, Qc)
(6c, 7d, 8s, Ts, Qs)
(2d, 2h, 4s, 5s, Jc)
(3d, 6c, Jh, Qh, Ad)
(5s, 7c, Td, Qh, Ah)
(5s, 5c, Ts, Kd, As)
(2h, 3c, 6d, Jc, Qc)
(4s, 6d, 7h, Jh, Ad)
(5d, 7d, 9h, Js, Qh)
(4s, 7d, Jh, Qd, Ks)
(3h, 3c, 5h, 7s, 9s)
(4d, 6s, 8d, Qc, As)
(2h, 4d, 7d, 8d, Qc)
(5s, 8s, 8h, Td, Qc)
(2c, 5h, 7d, 9c, Qs)
(3s, 5h, 5d, 6s, Js)
(5s, 5d, 5c, 7h, 7d)
(3d, 6d, 6s, Qc, Kh)
(4h, 6s, 8d, Qc, Kh)
